triplet_id,sample_id,difficulty,architecture,ref_64_path,ref_128_path,pos_64_path,pos_128_path,neg_64_path,neg_128_path,pos_ncc,neg_ncc,pos_error,neg_error,gt_x,gt_y
2243,524,Easy,dram_1x,data/hcr_train\triplets\02243_ref_64.npy,data/hcr_train\triplets\02243_ref_128.npy,data/hcr_train\triplets\02243_pos_64.npy,data/hcr_train\triplets\02243_pos_128.npy,data/hcr_train\triplets\02243_neg_64.npy,data/hcr_train\triplets\02243_neg_128.npy,0.9057,0.8831,0.89,36.8,467.8,630.4
2244,524,Easy,dram_1x,data/hcr_train\triplets\02244_ref_64.npy,data/hcr_train\triplets\02244_ref_128.npy,data/hcr_train\triplets\02244_pos_64.npy,data/hcr_train\triplets\02244_pos_128.npy,data/hcr_train\triplets\02244_neg_64.npy,data/hcr_train\triplets\02244_neg_128.npy,0.9057,0.8819,0.89,35.2,467.8,630.4
2245,525,Medium,dram_dense,data/hcr_train\triplets\02245_ref_64.npy,data/hcr_train\triplets\02245_ref_128.npy,data/hcr_train\triplets\02245_pos_64.npy,data/hcr_train\triplets\02245_pos_128.npy,data/hcr_train\triplets\02245_neg_64.npy,data/hcr_train\triplets\02245_neg_128.npy,0.8633,0.8359,0.22,57.2,857.9,141.2
2246,525,Medium,dram_dense,data/hcr_train\triplets\02246_ref_64.npy,data/hcr_train\triplets\02246_ref_128.npy,data/hcr_train\triplets\02246_pos_64.npy,data/hcr_train\triplets\02246_pos_128.npy,data/hcr_train\triplets\02246_neg_64.npy,data/hcr_train\triplets\02246_neg_128.npy,0.8633,0.8256,0.22,86.2,857.9,141.2
2247,525,Medium,dram_dense,data/hcr_train\triplets\02247_ref_64.npy,data/hcr_train\triplets\02247_ref_128.npy,data/hcr_train\triplets\02247_pos_64.npy,data/hcr_train\triplets\02247_pos_128.npy,data/hcr_train\triplets\02247_neg_64.npy,data/hcr_train\triplets\02247_neg_128.npy,0.8633,0.805,0.22,28.8,857.9,141.2
2248,525,Medium,dram_dense,data/hcr_train\triplets\02248_ref_64.npy,data/hcr_train\triplets\02248_ref_128.npy,data/hcr_train\triplets\02248_pos_64.npy,data/hcr_train\triplets\02248_pos_128.npy,data/hcr_train\triplets\02248_neg_64.npy,data/hcr_train\triplets\02248_neg_128.npy,0.8633,0.8015,0.22,14.2,857.9,141.2
2249,525,Medium,dram_dense,data/hcr_train\triplets\02249_ref_64.npy,data/hcr_train\triplets\02249_ref_128.npy,data/hcr_train\triplets\02249_pos_64.npy,data/hcr_train\triplets\02249_pos_128.npy,data/hcr_train\triplets\02249_neg_64.npy,data/hcr_train\triplets\02249_neg_128.npy,0.8633,0.7988,0.22,43.2,857.9,141.2
2250,526,Hard,finfet_10nm,data/hcr_train\triplets\02250_ref_64.npy,data/hcr_train\triplets\02250_ref_128.npy,data/hcr_train\triplets\02250_pos_64.npy,data/hcr_train\triplets\02250_pos_128.npy,data/hcr_train\triplets\02250_neg_64.npy,data/hcr_train\triplets\02250_neg_128.npy,0.6036,0.5852,2.41,15.39,307.4,710.8
2251,526,Hard,finfet_10nm,data/hcr_train\triplets\02251_ref_64.npy,data/hcr_train\triplets\02251_ref_128.npy,data/hcr_train\triplets\02251_pos_64.npy,data/hcr_train\triplets\02251_pos_128.npy,data/hcr_train\triplets\02251_neg_64.npy,data/hcr_train\triplets\02251_neg_128.npy,0.6036,0.5636,2.41,30.3,307.4,710.8
2252,526,Hard,finfet_10nm,data/hcr_train\triplets\02252_ref_64.npy,data/hcr_train\triplets\02252_ref_128.npy,data/hcr_train\triplets\02252_pos_64.npy,data/hcr_train\triplets\02252_pos_128.npy,data/hcr_train\triplets\02252_neg_64.npy,data/hcr_train\triplets\02252_neg_128.npy,0.6036,0.5564,2.41,30.89,307.4,710.8
2253,526,Hard,finfet_10nm,data/hcr_train\triplets\02253_ref_64.npy,data/hcr_train\triplets\02253_ref_128.npy,data/hcr_train\triplets\02253_pos_64.npy,data/hcr_train\triplets\02253_pos_128.npy,data/hcr_train\triplets\02253_neg_64.npy,data/hcr_train\triplets\02253_neg_128.npy,0.6036,0.5552,2.41,45.86,307.4,710.8
2254,526,Hard,finfet_10nm,data/hcr_train\triplets\02254_ref_64.npy,data/hcr_train\triplets\02254_ref_128.npy,data/hcr_train\triplets\02254_pos_64.npy,data/hcr_train\triplets\02254_pos_128.npy,data/hcr_train\triplets\02254_neg_64.npy,data/hcr_train\triplets\02254_neg_128.npy,0.6036,0.55,2.41,76.24,307.4,710.8
2255,527,Adversarial,finfet_7nm,data/hcr_train\triplets\02255_ref_64.npy,data/hcr_train\triplets\02255_ref_128.npy,data/hcr_train\triplets\02255_pos_64.npy,data/hcr_train\triplets\02255_pos_128.npy,data/hcr_train\triplets\02255_neg_64.npy,data/hcr_train\triplets\02255_neg_128.npy,0.4356,0.4214,0.28,52.21,293.2,123.8
2256,527,Adversarial,finfet_7nm,data/hcr_train\triplets\02256_ref_64.npy,data/hcr_train\triplets\02256_ref_128.npy,data/hcr_train\triplets\02256_pos_64.npy,data/hcr_train\triplets\02256_pos_128.npy,data/hcr_train\triplets\02256_neg_64.npy,data/hcr_train\triplets\02256_neg_128.npy,0.4356,0.3975,0.28,104.21,293.2,123.8
2257,527,Adversarial,finfet_7nm,data/hcr_train\triplets\02257_ref_64.npy,data/hcr_train\triplets\02257_ref_128.npy,data/hcr_train\triplets\02257_pos_64.npy,data/hcr_train\triplets\02257_pos_128.npy,data/hcr_train\triplets\02257_neg_64.npy,data/hcr_train\triplets\02257_neg_128.npy,0.4356,0.3846,0.28,869.63,293.2,123.8
2258,527,Adversarial,finfet_7nm,data/hcr_train\triplets\02258_ref_64.npy,data/hcr_train\triplets\02258_ref_128.npy,data/hcr_train\triplets\02258_pos_64.npy,data/hcr_train\triplets\02258_pos_128.npy,data/hcr_train\triplets\02258_neg_64.npy,data/hcr_train\triplets\02258_neg_128.npy,0.4356,0.3802,0.28,79.24,293.2,123.8
2259,527,Adversarial,finfet_7nm,data/hcr_train\triplets\02259_ref_64.npy,data/hcr_train\triplets\02259_ref_128.npy,data/hcr_train\triplets\02259_pos_64.npy,data/hcr_train\triplets\02259_pos_128.npy,data/hcr_train\triplets\02259_neg_64.npy,data/hcr_train\triplets\02259_neg_128.npy,0.4356,0.3726,0.28,826.21,293.2,123.8
2260,528,Easy,dram_1x,data/hcr_train\triplets\02260_ref_64.npy,data/hcr_train\triplets\02260_ref_128.npy,data/hcr_train\triplets\02260_pos_64.npy,data/hcr_train\triplets\02260_pos_128.npy,data/hcr_train\triplets\02260_neg_64.npy,data/hcr_train\triplets\02260_neg_128.npy,0.9631,0.9413,0.22,72.2,188.2,70.9
2261,528,Easy,dram_1x,data/hcr_train\triplets\02261_ref_64.npy,data/hcr_train\triplets\02261_ref_128.npy,data/hcr_train\triplets\02261_pos_64.npy,data/hcr_train\triplets\02261_pos_128.npy,data/hcr_train\triplets\02261_neg_64.npy,data/hcr_train\triplets\02261_neg_128.npy,0.9631,0.9352,0.22,36.2,188.2,70.9
2262,528,Easy,dram_1x,data/hcr_train\triplets\02262_ref_64.npy,data/hcr_train\triplets\02262_ref_128.npy,data/hcr_train\triplets\02262_pos_64.npy,data/hcr_train\triplets\02262_pos_128.npy,data/hcr_train\triplets\02262_neg_64.npy,data/hcr_train\triplets\02262_neg_128.npy,0.9631,0.927,0.22,21.75,188.2,70.9
2263,528,Easy,dram_1x,data/hcr_train\triplets\02263_ref_64.npy,data/hcr_train\triplets\02263_ref_128.npy,data/hcr_train\triplets\02263_pos_64.npy,data/hcr_train\triplets\02263_pos_128.npy,data/hcr_train\triplets\02263_neg_64.npy,data/hcr_train\triplets\02263_neg_128.npy,0.9631,0.9247,0.22,21.86,188.2,70.9
2264,528,Easy,dram_1x,data/hcr_train\triplets\02264_ref_64.npy,data/hcr_train\triplets\02264_ref_128.npy,data/hcr_train\triplets\02264_pos_64.npy,data/hcr_train\triplets\02264_pos_128.npy,data/hcr_train\triplets\02264_neg_64.npy,data/hcr_train\triplets\02264_neg_128.npy,0.9631,0.9215,0.22,108.2,188.2,70.9
2265,529,Medium,dram_dense,data/hcr_train\triplets\02265_ref_64.npy,data/hcr_train\triplets\02265_ref_128.npy,data/hcr_train\triplets\02265_pos_64.npy,data/hcr_train\triplets\02265_pos_128.npy,data/hcr_train\triplets\02265_neg_64.npy,data/hcr_train\triplets\02265_neg_128.npy,0.8306,0.8283,1.41,96.4,793.4,630.8
2266,529,Medium,dram_dense,data/hcr_train\triplets\02266_ref_64.npy,data/hcr_train\triplets\02266_ref_128.npy,data/hcr_train\triplets\02266_pos_64.npy,data/hcr_train\triplets\02266_pos_128.npy,data/hcr_train\triplets\02266_neg_64.npy,data/hcr_train\triplets\02266_neg_128.npy,0.8306,0.8254,1.41,58.4,793.4,630.8
2267,529,Medium,dram_dense,data/hcr_train\triplets\02267_ref_64.npy,data/hcr_train\triplets\02267_ref_128.npy,data/hcr_train\triplets\02267_pos_64.npy,data/hcr_train\triplets\02267_pos_128.npy,data/hcr_train\triplets\02267_neg_64.npy,data/hcr_train\triplets\02267_neg_128.npy,0.8306,0.8245,1.41,77.4,793.4,630.8
2268,529,Medium,dram_dense,data/hcr_train\triplets\02268_ref_64.npy,data/hcr_train\triplets\02268_ref_128.npy,data/hcr_train\triplets\02268_pos_64.npy,data/hcr_train\triplets\02268_pos_128.npy,data/hcr_train\triplets\02268_neg_64.npy,data/hcr_train\triplets\02268_neg_128.npy,0.8306,0.8216,1.41,39.4,793.4,630.8
2269,529,Medium,dram_dense,data/hcr_train\triplets\02269_ref_64.npy,data/hcr_train\triplets\02269_ref_128.npy,data/hcr_train\triplets\02269_pos_64.npy,data/hcr_train\triplets\02269_pos_128.npy,data/hcr_train\triplets\02269_neg_64.npy,data/hcr_train\triplets\02269_neg_128.npy,0.8306,0.8186,1.41,20.4,793.4,630.8
2270,531,Adversarial,finfet_7nm,data/hcr_train\triplets\02270_ref_64.npy,data/hcr_train\triplets\02270_ref_128.npy,data/hcr_train\triplets\02270_pos_64.npy,data/hcr_train\triplets\02270_pos_128.npy,data/hcr_train\triplets\02270_neg_64.npy,data/hcr_train\triplets\02270_neg_128.npy,0.4457,0.4717,4.1,36.33,892.1,716.8
2271,531,Adversarial,finfet_7nm,data/hcr_train\triplets\02271_ref_64.npy,data/hcr_train\triplets\02271_ref_128.npy,data/hcr_train\triplets\02271_pos_64.npy,data/hcr_train\triplets\02271_pos_128.npy,data/hcr_train\triplets\02271_neg_64.npy,data/hcr_train\triplets\02271_neg_128.npy,0.4457,0.461,4.1,596.63,892.1,716.8
2272,531,Adversarial,finfet_7nm,data/hcr_train\triplets\02272_ref_64.npy,data/hcr_train\triplets\02272_ref_128.npy,data/hcr_train\triplets\02272_pos_64.npy,data/hcr_train\triplets\02272_pos_128.npy,data/hcr_train\triplets\02272_neg_64.npy,data/hcr_train\triplets\02272_neg_128.npy,0.4457,0.456,4.1,72.27,892.1,716.8
2273,531,Adversarial,finfet_7nm,data/hcr_train\triplets\02273_ref_64.npy,data/hcr_train\triplets\02273_ref_128.npy,data/hcr_train\triplets\02273_pos_64.npy,data/hcr_train\triplets\02273_pos_128.npy,data/hcr_train\triplets\02273_neg_64.npy,data/hcr_train\triplets\02273_neg_128.npy,0.4457,0.4471,4.1,628.3,892.1,716.8
2274,531,Adversarial,finfet_7nm,data/hcr_train\triplets\02274_ref_64.npy,data/hcr_train\triplets\02274_ref_128.npy,data/hcr_train\triplets\02274_pos_64.npy,data/hcr_train\triplets\02274_pos_128.npy,data/hcr_train\triplets\02274_neg_64.npy,data/hcr_train\triplets\02274_neg_128.npy,0.4457,0.4344,4.1,659.98,892.1,716.8
2275,532,Easy,dram_1x,data/hcr_train\triplets\02275_ref_64.npy,data/hcr_train\triplets\02275_ref_128.npy,data/hcr_train\triplets\02275_pos_64.npy,data/hcr_train\triplets\02275_pos_128.npy,data/hcr_train\triplets\02275_neg_64.npy,data/hcr_train\triplets\02275_neg_128.npy,0.8209,0.8571,0.41,825.55,225.9,813.4
2276,532,Easy,dram_1x,data/hcr_train\triplets\02276_ref_64.npy,data/hcr_train\triplets\02276_ref_128.npy,data/hcr_train\triplets\02276_pos_64.npy,data/hcr_train\triplets\02276_pos_128.npy,data/hcr_train\triplets\02276_neg_64.npy,data/hcr_train\triplets\02276_neg_128.npy,0.8209,0.8359,0.41,580.41,225.9,813.4
2277,532,Easy,dram_1x,data/hcr_train\triplets\02277_ref_64.npy,data/hcr_train\triplets\02277_ref_128.npy,data/hcr_train\triplets\02277_pos_64.npy,data/hcr_train\triplets\02277_pos_128.npy,data/hcr_train\triplets\02277_neg_64.npy,data/hcr_train\triplets\02277_neg_128.npy,0.8209,0.765,0.41,835.48,225.9,813.4
2278,532,Easy,dram_1x,data/hcr_train\triplets\02278_ref_64.npy,data/hcr_train\triplets\02278_ref_128.npy,data/hcr_train\triplets\02278_pos_64.npy,data/hcr_train\triplets\02278_pos_128.npy,data/hcr_train\triplets\02278_neg_64.npy,data/hcr_train\triplets\02278_neg_128.npy,0.8209,0.7417,0.41,757.73,225.9,813.4
2279,532,Easy,dram_1x,data/hcr_train\triplets\02279_ref_64.npy,data/hcr_train\triplets\02279_ref_128.npy,data/hcr_train\triplets\02279_pos_64.npy,data/hcr_train\triplets\02279_pos_128.npy,data/hcr_train\triplets\02279_neg_64.npy,data/hcr_train\triplets\02279_neg_128.npy,0.8209,0.7413,0.41,805.36,225.9,813.4
2280,533,Medium,dram_dense,data/hcr_train\triplets\02280_ref_64.npy,data/hcr_train\triplets\02280_ref_128.npy,data/hcr_train\triplets\02280_pos_64.npy,data/hcr_train\triplets\02280_pos_128.npy,data/hcr_train\triplets\02280_neg_64.npy,data/hcr_train\triplets\02280_neg_128.npy,0.8519,0.4951,0.3,18.7,277.0,266.3
2281,533,Medium,dram_dense,data/hcr_train\triplets\02281_ref_64.npy,data/hcr_train\triplets\02281_ref_128.npy,data/hcr_train\triplets\02281_pos_64.npy,data/hcr_train\triplets\02281_pos_128.npy,data/hcr_train\triplets\02281_neg_64.npy,data/hcr_train\triplets\02281_neg_128.npy,0.8519,0.4767,0.3,14.0,277.0,266.3
2282,533,Medium,dram_dense,data/hcr_train\triplets\02282_ref_64.npy,data/hcr_train\triplets\02282_ref_128.npy,data/hcr_train\triplets\02282_pos_64.npy,data/hcr_train\triplets\02282_pos_128.npy,data/hcr_train\triplets\02282_neg_64.npy,data/hcr_train\triplets\02282_neg_128.npy,0.8519,0.4667,0.3,14.3,277.0,266.3
2283,533,Medium,dram_dense,data/hcr_train\triplets\02283_ref_64.npy,data/hcr_train\triplets\02283_ref_128.npy,data/hcr_train\triplets\02283_pos_64.npy,data/hcr_train\triplets\02283_pos_128.npy,data/hcr_train\triplets\02283_neg_64.npy,data/hcr_train\triplets\02283_neg_128.npy,0.8519,0.4383,0.3,143.3,277.0,266.3
2284,533,Medium,dram_dense,data/hcr_train\triplets\02284_ref_64.npy,data/hcr_train\triplets\02284_ref_128.npy,data/hcr_train\triplets\02284_pos_64.npy,data/hcr_train\triplets\02284_pos_128.npy,data/hcr_train\triplets\02284_neg_64.npy,data/hcr_train\triplets\02284_neg_128.npy,0.8519,0.429,0.3,95.3,277.0,266.3
2285,535,Adversarial,finfet_7nm,data/hcr_train\triplets\02285_ref_64.npy,data/hcr_train\triplets\02285_ref_128.npy,data/hcr_train\triplets\02285_pos_64.npy,data/hcr_train\triplets\02285_pos_128.npy,data/hcr_train\triplets\02285_neg_64.npy,data/hcr_train\triplets\02285_neg_128.npy,0.4683,0.4727,0.89,55.2,637.8,299.6
2286,535,Adversarial,finfet_7nm,data/hcr_train\triplets\02286_ref_64.npy,data/hcr_train\triplets\02286_ref_128.npy,data/hcr_train\triplets\02286_pos_64.npy,data/hcr_train\triplets\02286_pos_128.npy,data/hcr_train\triplets\02286_neg_64.npy,data/hcr_train\triplets\02286_neg_128.npy,0.4683,0.4717,0.89,27.2,637.8,299.6
2287,535,Adversarial,finfet_7nm,data/hcr_train\triplets\02287_ref_64.npy,data/hcr_train\triplets\02287_ref_128.npy,data/hcr_train\triplets\02287_pos_64.npy,data/hcr_train\triplets\02287_pos_128.npy,data/hcr_train\triplets\02287_neg_64.npy,data/hcr_train\triplets\02287_neg_128.npy,0.4683,0.4658,0.89,83.2,637.8,299.6
2288,535,Adversarial,finfet_7nm,data/hcr_train\triplets\02288_ref_64.npy,data/hcr_train\triplets\02288_ref_128.npy,data/hcr_train\triplets\02288_pos_64.npy,data/hcr_train\triplets\02288_pos_128.npy,data/hcr_train\triplets\02288_neg_64.npy,data/hcr_train\triplets\02288_neg_128.npy,0.4683,0.4533,0.89,111.2,637.8,299.6
2289,535,Adversarial,finfet_7nm,data/hcr_train\triplets\02289_ref_64.npy,data/hcr_train\triplets\02289_ref_128.npy,data/hcr_train\triplets\02289_pos_64.npy,data/hcr_train\triplets\02289_pos_128.npy,data/hcr_train\triplets\02289_neg_64.npy,data/hcr_train\triplets\02289_neg_128.npy,0.4683,0.4533,0.89,139.2,637.8,299.6
2290,536,Easy,dram_1x,data/hcr_train\triplets\02290_ref_64.npy,data/hcr_train\triplets\02290_ref_128.npy,data/hcr_train\triplets\02290_pos_64.npy,data/hcr_train\triplets\02290_pos_128.npy,data/hcr_train\triplets\02290_neg_64.npy,data/hcr_train\triplets\02290_neg_128.npy,0.9641,0.8407,0.51,96.1,274.5,806.1
2291,536,Easy,dram_1x,data/hcr_train\triplets\02291_ref_64.npy,data/hcr_train\triplets\02291_ref_128.npy,data/hcr_train\triplets\02291_pos_64.npy,data/hcr_train\triplets\02291_pos_128.npy,data/hcr_train\triplets\02291_neg_64.npy,data/hcr_train\triplets\02291_neg_128.npy,0.9641,0.8162,0.51,48.1,274.5,806.1
2292,536,Easy,dram_1x,data/hcr_train\triplets\02292_ref_64.npy,data/hcr_train\triplets\02292_ref_128.npy,data/hcr_train\triplets\02292_pos_64.npy,data/hcr_train\triplets\02292_pos_128.npy,data/hcr_train\triplets\02292_neg_64.npy,data/hcr_train\triplets\02292_neg_128.npy,0.9641,0.7899,0.51,144.1,274.5,806.1
2293,536,Easy,dram_1x,data/hcr_train\triplets\02293_ref_64.npy,data/hcr_train\triplets\02293_ref_128.npy,data/hcr_train\triplets\02293_pos_64.npy,data/hcr_train\triplets\02293_pos_128.npy,data/hcr_train\triplets\02293_neg_64.npy,data/hcr_train\triplets\02293_neg_128.npy,0.9641,0.6659,0.51,192.1,274.5,806.1
2294,536,Easy,dram_1x,data/hcr_train\triplets\02294_ref_64.npy,data/hcr_train\triplets\02294_ref_128.npy,data/hcr_train\triplets\02294_pos_64.npy,data/hcr_train\triplets\02294_pos_128.npy,data/hcr_train\triplets\02294_neg_64.npy,data/hcr_train\triplets\02294_neg_128.npy,0.9641,0.6167,0.51,120.1,274.5,806.1
2295,537,Medium,dram_dense,data/hcr_train\triplets\02295_ref_64.npy,data/hcr_train\triplets\02295_ref_128.npy,data/hcr_train\triplets\02295_pos_64.npy,data/hcr_train\triplets\02295_pos_128.npy,data/hcr_train\triplets\02295_neg_64.npy,data/hcr_train\triplets\02295_neg_128.npy,0.916,0.8859,0.91,71.1,682.9,832.9
2296,537,Medium,dram_dense,data/hcr_train\triplets\02296_ref_64.npy,data/hcr_train\triplets\02296_ref_128.npy,data/hcr_train\triplets\02296_pos_64.npy,data/hcr_train\triplets\02296_pos_128.npy,data/hcr_train\triplets\02296_neg_64.npy,data/hcr_train\triplets\02296_neg_128.npy,0.916,0.8414,0.91,36.9,682.9,832.9
2297,537,Medium,dram_dense,data/hcr_train\triplets\02297_ref_64.npy,data/hcr_train\triplets\02297_ref_128.npy,data/hcr_train\triplets\02297_pos_64.npy,data/hcr_train\triplets\02297_pos_128.npy,data/hcr_train\triplets\02297_neg_64.npy,data/hcr_train\triplets\02297_neg_128.npy,0.916,0.825,0.91,35.1,682.9,832.9
2298,537,Medium,dram_dense,data/hcr_train\triplets\02298_ref_64.npy,data/hcr_train\triplets\02298_ref_128.npy,data/hcr_train\triplets\02298_pos_64.npy,data/hcr_train\triplets\02298_pos_128.npy,data/hcr_train\triplets\02298_neg_64.npy,data/hcr_train\triplets\02298_neg_128.npy,0.916,0.8235,0.91,106.1,682.9,832.9
2299,537,Medium,dram_dense,data/hcr_train\triplets\02299_ref_64.npy,data/hcr_train\triplets\02299_ref_128.npy,data/hcr_train\triplets\02299_pos_64.npy,data/hcr_train\triplets\02299_pos_128.npy,data/hcr_train\triplets\02299_neg_64.npy,data/hcr_train\triplets\02299_neg_128.npy,0.916,0.8023,0.91,88.1,682.9,832.9
2300,538,Hard,finfet_10nm,data/hcr_train\triplets\02300_ref_64.npy,data/hcr_train\triplets\02300_ref_128.npy,data/hcr_train\triplets\02300_pos_64.npy,data/hcr_train\triplets\02300_pos_128.npy,data/hcr_train\triplets\02300_neg_64.npy,data/hcr_train\triplets\02300_neg_128.npy,0.7128,0.6346,2.8,417.87,820.8,840.1
2301,538,Hard,finfet_10nm,data/hcr_train\triplets\02301_ref_64.npy,data/hcr_train\triplets\02301_ref_128.npy,data/hcr_train\triplets\02301_pos_64.npy,data/hcr_train\triplets\02301_pos_128.npy,data/hcr_train\triplets\02301_neg_64.npy,data/hcr_train\triplets\02301_neg_128.npy,0.7128,0.6289,2.8,832.19,820.8,840.1
2302,538,Hard,finfet_10nm,data/hcr_train\triplets\02302_ref_64.npy,data/hcr_train\triplets\02302_ref_128.npy,data/hcr_train\triplets\02302_pos_64.npy,data/hcr_train\triplets\02302_pos_128.npy,data/hcr_train\triplets\02302_neg_64.npy,data/hcr_train\triplets\02302_neg_128.npy,0.7128,0.6067,2.8,21.8,820.8,840.1
2303,538,Hard,finfet_10nm,data/hcr_train\triplets\02303_ref_64.npy,data/hcr_train\triplets\02303_ref_128.npy,data/hcr_train\triplets\02303_pos_64.npy,data/hcr_train\triplets\02303_pos_128.npy,data/hcr_train\triplets\02303_neg_64.npy,data/hcr_train\triplets\02303_neg_128.npy,0.7128,0.5839,2.8,97.8,820.8,840.1
2304,538,Hard,finfet_10nm,data/hcr_train\triplets\02304_ref_64.npy,data/hcr_train\triplets\02304_ref_128.npy,data/hcr_train\triplets\02304_pos_64.npy,data/hcr_train\triplets\02304_pos_128.npy,data/hcr_train\triplets\02304_neg_64.npy,data/hcr_train\triplets\02304_neg_128.npy,0.7128,0.5657,2.8,155.8,820.8,840.1
2305,539,Adversarial,finfet_7nm,data/hcr_train\triplets\02305_ref_64.npy,data/hcr_train\triplets\02305_ref_128.npy,data/hcr_train\triplets\02305_pos_64.npy,data/hcr_train\triplets\02305_pos_128.npy,data/hcr_train\triplets\02305_neg_64.npy,data/hcr_train\triplets\02305_neg_128.npy,0.399,0.4121,1.4,55.6,690.4,258.0
2306,539,Adversarial,finfet_7nm,data/hcr_train\triplets\02306_ref_64.npy,data/hcr_train\triplets\02306_ref_128.npy,data/hcr_train\triplets\02306_pos_64.npy,data/hcr_train\triplets\02306_pos_128.npy,data/hcr_train\triplets\02306_neg_64.npy,data/hcr_train\triplets\02306_neg_128.npy,0.399,0.4066,1.4,40.4,690.4,258.0
2307,539,Adversarial,finfet_7nm,data/hcr_train\triplets\02307_ref_64.npy,data/hcr_train\triplets\02307_ref_128.npy,data/hcr_train\triplets\02307_pos_64.npy,data/hcr_train\triplets\02307_pos_128.npy,data/hcr_train\triplets\02307_neg_64.npy,data/hcr_train\triplets\02307_neg_128.npy,0.399,0.4015,1.4,94.6,690.4,258.0
2308,539,Adversarial,finfet_7nm,data/hcr_train\triplets\02308_ref_64.npy,data/hcr_train\triplets\02308_ref_128.npy,data/hcr_train\triplets\02308_pos_64.npy,data/hcr_train\triplets\02308_pos_128.npy,data/hcr_train\triplets\02308_neg_64.npy,data/hcr_train\triplets\02308_neg_128.npy,0.399,0.3781,1.4,16.6,690.4,258.0
2309,539,Adversarial,finfet_7nm,data/hcr_train\triplets\02309_ref_64.npy,data/hcr_train\triplets\02309_ref_128.npy,data/hcr_train\triplets\02309_pos_64.npy,data/hcr_train\triplets\02309_pos_128.npy,data/hcr_train\triplets\02309_neg_64.npy,data/hcr_train\triplets\02309_neg_128.npy,0.399,0.3688,1.4,36.6,690.4,258.0
2310,540,Easy,dram_1x,data/hcr_train\triplets\02310_ref_64.npy,data/hcr_train\triplets\02310_ref_128.npy,data/hcr_train\triplets\02310_pos_64.npy,data/hcr_train\triplets\02310_pos_128.npy,data/hcr_train\triplets\02310_neg_64.npy,data/hcr_train\triplets\02310_neg_128.npy,0.9313,0.5701,0.36,13.3,878.8,263.3
2311,540,Easy,dram_1x,data/hcr_train\triplets\02311_ref_64.npy,data/hcr_train\triplets\02311_ref_128.npy,data/hcr_train\triplets\02311_pos_64.npy,data/hcr_train\triplets\02311_pos_128.npy,data/hcr_train\triplets\02311_neg_64.npy,data/hcr_train\triplets\02311_neg_128.npy,0.9313,0.5654,0.36,19.2,878.8,263.3
2312,540,Easy,dram_1x,data/hcr_train\triplets\02312_ref_64.npy,data/hcr_train\triplets\02312_ref_128.npy,data/hcr_train\triplets\02312_pos_64.npy,data/hcr_train\triplets\02312_pos_128.npy,data/hcr_train\triplets\02312_neg_64.npy,data/hcr_train\triplets\02312_neg_128.npy,0.9313,0.5627,0.36,48.2,878.8,263.3
2313,540,Easy,dram_1x,data/hcr_train\triplets\02313_ref_64.npy,data/hcr_train\triplets\02313_ref_128.npy,data/hcr_train\triplets\02313_pos_64.npy,data/hcr_train\triplets\02313_pos_128.npy,data/hcr_train\triplets\02313_neg_64.npy,data/hcr_train\triplets\02313_neg_128.npy,0.9313,0.5344,0.36,12.7,878.8,263.3
2314,540,Easy,dram_1x,data/hcr_train\triplets\02314_ref_64.npy,data/hcr_train\triplets\02314_ref_128.npy,data/hcr_train\triplets\02314_pos_64.npy,data/hcr_train\triplets\02314_pos_128.npy,data/hcr_train\triplets\02314_neg_64.npy,data/hcr_train\triplets\02314_neg_128.npy,0.9313,0.5016,0.36,64.3,878.8,263.3
2315,541,Medium,dram_dense,data/hcr_train\triplets\02315_ref_64.npy,data/hcr_train\triplets\02315_ref_128.npy,data/hcr_train\triplets\02315_pos_64.npy,data/hcr_train\triplets\02315_pos_128.npy,data/hcr_train\triplets\02315_neg_64.npy,data/hcr_train\triplets\02315_neg_128.npy,0.8283,0.7195,1.53,19.36,875.5,931.3
2316,541,Medium,dram_dense,data/hcr_train\triplets\02316_ref_64.npy,data/hcr_train\triplets\02316_ref_128.npy,data/hcr_train\triplets\02316_pos_64.npy,data/hcr_train\triplets\02316_pos_128.npy,data/hcr_train\triplets\02316_neg_64.npy,data/hcr_train\triplets\02316_neg_128.npy,0.8283,0.7086,1.53,18.76,875.5,931.3
2317,541,Medium,dram_dense,data/hcr_train\triplets\02317_ref_64.npy,data/hcr_train\triplets\02317_ref_128.npy,data/hcr_train\triplets\02317_pos_64.npy,data/hcr_train\triplets\02317_pos_128.npy,data/hcr_train\triplets\02317_neg_64.npy,data/hcr_train\triplets\02317_neg_128.npy,0.8283,0.6325,1.53,583.57,875.5,931.3
2318,541,Medium,dram_dense,data/hcr_train\triplets\02318_ref_64.npy,data/hcr_train\triplets\02318_ref_128.npy,data/hcr_train\triplets\02318_pos_64.npy,data/hcr_train\triplets\02318_pos_128.npy,data/hcr_train\triplets\02318_neg_64.npy,data/hcr_train\triplets\02318_neg_128.npy,0.8283,0.6063,1.53,583.58,875.5,931.3
2319,541,Medium,dram_dense,data/hcr_train\triplets\02319_ref_64.npy,data/hcr_train\triplets\02319_ref_128.npy,data/hcr_train\triplets\02319_pos_64.npy,data/hcr_train\triplets\02319_pos_128.npy,data/hcr_train\triplets\02319_neg_64.npy,data/hcr_train\triplets\02319_neg_128.npy,0.8283,0.5991,1.53,38.33,875.5,931.3
